#pid	gene_ids	eids	pathfinders	sif_edges
p666	YLR113W|YER118C|YJL128C|HOG1ID29	edge25020|edge21133|edge12466	paths	YLR113W d YER118C|YER118C u YJL128C|YJL128C d HOG1ID29
p667	YLR113W|YLR248W|NPR76|YHR016C|HOG1ID32	edge12768|edge15247|edge1371|edge3168	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YHR016C|YHR016C d HOG1ID32
p668	YFR028C|HOG1RD33|YLR096W|YKL161C|CDC14RD20	edge9388|edge7059|edge13458|edge1191	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YKL161C|YKL161C d CDC14RD20
p669	YFR028C|YDL155W|YBR160W|CDC14ID5	edge15472|edge1570|edge2045	paths	YFR028C u YDL155W|YDL155W u YBR160W|YBR160W d CDC14ID5
p670	YFR028C|YDR110W|YDR225W|CDC14RD15	edge6375|edge27034|edge3792	paths	YFR028C u YDR110W|YDR110W u YDR225W|YDR225W d CDC14RD15
p671	YOR360C|YPL203W|CDC14RD19|YKL008C|PDE2RA58	edge22774|edge1784|edge7016|edge13692	paths	YOR360C d YPL203W|YPL203W d CDC14RD19|CDC14RD19 d YKL008C|YKL008C d PDE2RA58
p672	YLR113W|NPR66|YNL243W|NPR71|YJL020C|HOG1ID29	edge22071|edge8877|edge2281|edge18416|edge25051	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPR71|NPR71 d YJL020C|YJL020C d HOG1ID29
p673	YFR028C|NPR66|YHR082C|YHR186C|CDC14RD20	edge20541|edge16635|edge10941|edge3317	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YHR186C|YHR186C d CDC14RD20
p674	YFR028C|YLR182W|YLR096W|CDC14RD21	edge6497|edge19254|edge4527	paths	YFR028C d YLR182W|YLR182W u YLR096W|YLR096W d CDC14RD21
p675	YLR113W|PDE2ID42|YJL128C|YJR059W|HOG1ID28	edge17446|edge5429|edge16569|edge1593	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d YJR059W|YJR059W d HOG1ID28
p676	YLR113W|YER118C|PDE2ID42|YJL128C|HOG1ID29	edge25020|edge18983|edge5429|edge12466	paths	YLR113W d YER118C|YER118C d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29
p677	YLR113W|PDE2ID42|YJL128C|YJR059W|HOG1ID27	edge17446|edge5429|edge16569|edge6075	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d YJR059W|YJR059W d HOG1ID27
p678	YLR113W|YER118C|PDE2ID42|YJL128C|HOG1ID27	edge25020|edge18983|edge5429|edge10277	paths	YLR113W d YER118C|YER118C d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID27
p679	YLR113W|YOR061W|YJL076W|HOG1RD33	edge22501|edge12156|edge11997	paths	YLR113W u YOR061W|YOR061W u YJL076W|YJL076W d HOG1RD33
p680	YOR360C|YJL164C|YGL207W|PDE2RA51	edge26934|edge27122|edge15594	paths	YOR360C d YJL164C|YJL164C d YGL207W|YGL207W d PDE2RA51
p681	YLR113W|PDE2RA52|YDR507C|YKR048C|HOG1ID31	edge26596|edge11481|edge7459|edge8654	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YKR048C|YKR048C d HOG1ID31
p682	YOR360C|YJL164C|YGL207W|PDE2RA50	edge26934|edge27122|edge22217	paths	YOR360C d YJL164C|YJL164C d YGL207W|YGL207W d PDE2RA50
p683	YLR113W|YDL017W|YPL153C|HOG1ID32	edge23234|edge14882|edge2621	paths	YLR113W u YDL017W|YDL017W d YPL153C|YPL153C d HOG1ID32
p684	YFR028C|NPR74|YEL015W|NPR73|YPR032W|CDC14RD20	edge3342|edge19940|edge19900|edge452|edge1128	paths	YFR028C d NPR74|NPR74 d YEL015W|YEL015W d NPR73|NPR73 d YPR032W|YPR032W d CDC14RD20
p685	YFR028C|HOG1RD33|YJL128C|YJR059W|CDC14RD20	edge9388|edge13012|edge16569|edge3077	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD20
p686	YFR028C|YLR096W|YHR030C|CDC14RD19	edge9729|edge12023|edge15221	paths	YFR028C u YLR096W|YLR096W u YHR030C|YHR030C d CDC14RD19
p687	YFR028C|YNL307C|YPR119W|CDC14RD15	edge18452|edge5585|edge25060	paths	YFR028C u YNL307C|YNL307C u YPR119W|YPR119W d CDC14RD15
p688	YFR028C|YOR061W|CDC14RD20	edge6481|edge19864	paths	YFR028C u YOR061W|YOR061W d CDC14RD20
p689	YLR113W|NPR66|YNL243W|YFL039C|HOG1ID32	edge22071|edge8877|edge15457|edge27500	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W u YFL039C|YFL039C d HOG1ID32
p690	YOR360C|YJL164C|NPR76|YJR059W|PDE2ID42	edge26934|edge23417|edge21920|edge1752	paths	YOR360C d YJL164C|YJL164C d NPR76|NPR76 d YJR059W|YJR059W d PDE2ID42
p691	YFR028C|HOG1RD33|YLR096W|YHR030C|CDC14RD20	edge9388|edge7059|edge12023|edge25993	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YHR030C|YHR030C d CDC14RD20
p692	YLR113W|YHR205W|NPR73|YHR082C|HOG1ID29	edge20906|edge14169|edge10794|edge11764	paths	YLR113W u YHR205W|YHR205W d NPR73|NPR73 d YHR082C|YHR082C d HOG1ID29
p693	YOR360C|YJL164C|CDC14RD20|YKL101W|PDE2RA52	edge26934|edge24413|edge21734|edge10320	paths	YOR360C d YJL164C|YJL164C d CDC14RD20|CDC14RD20 d YKL101W|YKL101W d PDE2RA52
p694	YFR028C|HOG1RD33|YJL128C|YJR059W|CDC14RD19	edge9388|edge13012|edge16569|edge15351	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD19
p695	YLR113W|PDE2RA52|YBL103C|YFR021W|HOG1ID27	edge26596|edge25121|edge4500|edge11259	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL103C|YBL103C u YFR021W|YFR021W d HOG1ID27
p696	YFR028C|HOG1RD33|YLR096W|YPR032W|CDC14RD20	edge9388|edge7059|edge10681|edge1128	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YPR032W|YPR032W d CDC14RD20
p697	YFR028C|YLR019W|YOR061W|CDC14RD20	edge20769|edge18154|edge19864	paths	YFR028C u YLR019W|YLR019W u YOR061W|YOR061W d CDC14RD20
p698	YFR028C|YLR096W|YHR030C|CDC14RD20	edge9729|edge12023|edge25993	paths	YFR028C u YLR096W|YLR096W u YHR030C|YHR030C d CDC14RD20
p699	YFR028C|HOG1RD33|YLR096W|YHR030C|CDC14RD19	edge9388|edge7059|edge12023|edge15221	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YHR030C|YHR030C d CDC14RD19
p700	YFR028C|YGR097W|YLR096W|CDC14RD21	edge17061|edge16245|edge4527	paths	YFR028C u YGR097W|YGR097W u YLR096W|YLR096W d CDC14RD21
p701	YLR113W|NPR66|YNL243W|PDE2RA58|YBL007C|HOG1ID32	edge22071|edge8877|edge9106|edge21238|edge956	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58|PDE2RA58 d YBL007C|YBL007C d HOG1ID32
p702	YLR113W|PDE2RA52|YKR048C|NPI61|YJL020C|HOG1ID29	edge26596|edge17922|edge10826|edge4117|edge25051	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d NPI61|NPI61 d YJL020C|YJL020C d HOG1ID29
p703	YLR113W|PDE2RA52|YKR048C|NPR69|YHL007C|HOG1RD35	edge26596|edge17922|edge25185|edge24337|edge12144	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d NPR69|NPR69 d YHL007C|YHL007C d HOG1RD35
p704	YLR113W|YHR205W|YMR196W|HOG1ID29	edge20906|edge26249|edge11030	paths	YLR113W u YHR205W|YHR205W u YMR196W|YMR196W d HOG1ID29
p705	YLR113W|YER151C|HOG1ID27	edge10952|edge7199	paths	YLR113W d YER151C|YER151C d HOG1ID27
p706	YFR028C|NPR66|YPR019W|YDL025C|CDC14RD20	edge20541|edge18961|edge21077|edge22098	paths	YFR028C d NPR66|NPR66 d YPR019W|YPR019W u YDL025C|YDL025C d CDC14RD20
p707	YLR113W|YER118C|YMR032W|HOG1ID29	edge25020|edge2368|edge1996	paths	YLR113W d YER118C|YER118C u YMR032W|YMR032W d HOG1ID29
p708	YLR113W|PDE2RA52|YBL085W|NPI65|YHL007C|HOG1RD35	edge26596|edge22208|edge3835|edge7987|edge12144	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d HOG1RD35
p709	YFR028C|PDE2ID42|YCL032W|YLR229C|CDC14RD23	edge14811|edge22245|edge22619|edge14205	paths	YFR028C d PDE2ID42|PDE2ID42 d YCL032W|YCL032W u YLR229C|YLR229C d CDC14RD23
p710	YFR028C|NPR74|YEL015W|NPR73|YJL020C|CDC14ID7	edge3342|edge19940|edge19900|edge13252|edge9488	paths	YFR028C d NPR74|NPR74 d YEL015W|YEL015W d NPR73|NPR73 d YJL020C|YJL020C d CDC14ID7
p711	YLR113W|NPR66|YNL243W|NPI63|YGR162W|HOG1RA39	edge22071|edge8877|edge16308|edge12098|edge2379	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YGR162W|YGR162W d HOG1RA39
p712	YFR028C|CDC14RD23|YKL101W|YFL023W|CDC14RD20	edge5259|edge12414|edge6589|edge16122	paths	YFR028C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W d YFL023W|YFL023W d CDC14RD20
p713	YFR028C|YAL024C|NPI61|YHL009C|CDC14RD23	edge19943|edge7641|edge19208|edge11604	paths	YFR028C d YAL024C|YAL024C d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p714	YOR360C|YJL005W|NPR76|YHR016C|PDE2RA58	edge11172|edge3953|edge1371|edge21005	paths	YOR360C u YJL005W|YJL005W d NPR76|NPR76 d YHR016C|YHR016C d PDE2RA58
p715	YLR113W|NPR66|YER114C|YBR200W|HOG1RD38	edge22071|edge24785|edge6380|edge4900	paths	YLR113W d NPR66|NPR66 d YER114C|YER114C u YBR200W|YBR200W d HOG1RD38
p716	YFR028C|NPR66|YBL103C|YHR099W|CDC14RD19	edge20541|edge23733|edge8013|edge27488	paths	YFR028C d NPR66|NPR66 d YBL103C|YBL103C u YHR099W|YHR099W d CDC14RD19
p717	YLR113W|NPR66|YER114C|YBR200W|HOG1RD35	edge22071|edge24785|edge6380|edge22010	paths	YLR113W d NPR66|NPR66 d YER114C|YER114C u YBR200W|YBR200W d HOG1RD35
p718	YLR113W|PDE2RA52|YBL085W|YFR028C|HOG1RD38	edge26596|edge22208|edge6660|edge26845	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YFR028C|YFR028C d HOG1RD38
p719	YLR113W|PDE2RA52|YBL085W|YFR028C|HOG1RD33	edge26596|edge22208|edge6660|edge9388	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YFR028C|YFR028C d HOG1RD33
p720	YFR028C|NPR66|YBR172C|YLR116W|CDC14ID9	edge20541|edge22729|edge746|edge21195	paths	YFR028C d NPR66|NPR66 d YBR172C|YBR172C u YLR116W|YLR116W d CDC14ID9
p721	YFR028C|NPR74|YEL022W|HOG1ID25|YJR076C|CDC14RD23	edge3342|edge26409|edge17434|edge8519|edge18074	paths	YFR028C d NPR74|NPR74 d YEL022W|YEL022W d HOG1ID25|HOG1ID25 d YJR076C|YJR076C d CDC14RD23
p722	YFR028C|HOG1RD33|YDR293C|NPR69|YHL007C|CDC14RD19	edge9388|edge10530|edge10627|edge24337|edge17303	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p723	YOR360C|YKL166C|NPI63|YJR059W|PDE2ID42	edge18417|edge18892|edge6361|edge1752	paths	YOR360C d YKL166C|YKL166C d NPI63|NPI63 d YJR059W|YJR059W d PDE2ID42
p724	YFR028C|NPR74|YER155C|YDL025C|CDC14RD20	edge3342|edge10006|edge4980|edge22098	paths	YFR028C d NPR74|NPR74 d YER155C|YER155C u YDL025C|YDL025C d CDC14RD20
p725	YFR028C|YER125W|YDL203C|CDC14RD20	edge7558|edge13966|edge13647	paths	YFR028C u YER125W|YER125W d YDL203C|YDL203C d CDC14RD20
p726	YFR028C|HOG1RD33|YDR293C|NPR69|YHL007C|CDC14RD15	edge9388|edge10530|edge10627|edge24337|edge11434	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD15
p727	YFR028C|YJL128C|HOG1ID29|YJR059W|CDC14RD19	edge14720|edge12466|edge22866|edge15351	paths	YFR028C u YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p728	YFR028C|YLR096W|YOR061W|CDC14RD20	edge9729|edge18959|edge19864	paths	YFR028C u YLR096W|YLR096W u YOR061W|YOR061W d CDC14RD20
p729	YFR028C|YCL024W|YOR141C|CDC14RD20	edge22003|edge7056|edge13495	paths	YFR028C u YCL024W|YCL024W u YOR141C|YOR141C d CDC14RD20
p730	YFR028C|NPR66|YPR185W|YGL180W|CDC14RD15	edge20541|edge26610|edge19990|edge7291	paths	YFR028C d NPR66|NPR66 d YPR185W|YPR185W u YGL180W|YGL180W d CDC14RD15
p731	YFR028C|YDL155W|PDE2RA52|YDR507C|CDC14RD23	edge15472|edge8954|edge11481|edge23009	paths	YFR028C u YDL155W|YDL155W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23
p732	YFR028C|PDE2ID42|YJL128C|YJR059W|CDC14RD20	edge14811|edge5429|edge16569|edge3077	paths	YFR028C d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD20
p733	YFR028C|YNL307C|YFR014C|CDC14RD15	edge18452|edge6776|edge15765	paths	YFR028C u YNL307C|YNL307C d YFR014C|YFR014C d CDC14RD15
p734	YFR028C|YNL161W|YHL007C|CDC14RD15	edge10053|edge26951|edge11434	paths	YFR028C u YNL161W|YNL161W u YHL007C|YHL007C d CDC14RD15
p735	YFR028C|NPR66|YGL197W|YPL203W|CDC14RD19	edge20541|edge23994|edge16155|edge1784	paths	YFR028C d NPR66|NPR66 d YGL197W|YGL197W u YPL203W|YPL203W d CDC14RD19
p736	YLR113W|YGR097W|YDR247W|HOG1ID27	edge9720|edge24823|edge24976	paths	YLR113W u YGR097W|YGR097W u YDR247W|YDR247W d HOG1ID27
p737	YLR113W|YIR006C|NPI63|YHR158C|HOG1ID29	edge10082|edge8535|edge7074|edge3270	paths	YLR113W d YIR006C|YIR006C d NPI63|NPI63 d YHR158C|YHR158C d HOG1ID29
p738	YLR113W|YIL035C|YLR345W|HOG1ID29	edge114|edge24050|edge19617	paths	YLR113W u YIL035C|YIL035C d YLR345W|YLR345W d HOG1ID29
p739	YFR028C|PDE2ID42|YJL128C|YJR059W|CDC14RD19	edge14811|edge5429|edge16569|edge15351	paths	YFR028C d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD19
p740	YLR113W|YER118C|HOG1ID29|YLR248W|HOG1ID31	edge25020|edge16737|edge21823|edge7061	paths	YLR113W d YER118C|YER118C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID31
p741	YLR113W|YDL159W|YGR240C|HOG1ID27	edge26474|edge2053|edge10558	paths	YLR113W u YDL159W|YDL159W u YGR240C|YGR240C d HOG1ID27
p742	YFR028C|NPR74|YPL020C|YJR076C|CDC14RD23	edge3342|edge23261|edge17140|edge18074	paths	YFR028C d NPR74|NPR74 d YPL020C|YPL020C u YJR076C|YJR076C d CDC14RD23
p743	YLR113W|PDE2ID42|YBL085W|YFR028C|HOG1RD38	edge17446|edge27224|edge6660|edge26845	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YFR028C|YFR028C d HOG1RD38
p744	YLR113W|YLR248W|NPR76|YJR059W|HOG1RD33	edge12768|edge15247|edge21920|edge17453	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1RD33
p745	YFR028C|YGL003C|YKL101W|CDC14RD15	edge4187|edge15881|edge8525	paths	YFR028C d YGL003C|YGL003C d YKL101W|YKL101W d CDC14RD15
p746	YLR113W|YKL101W|HOG1RD35	edge13280|edge7890	paths	YLR113W d YKL101W|YKL101W d HOG1RD35
p747	YLR113W|PDE2ID42|YBL085W|YFR028C|HOG1RD33	edge17446|edge27224|edge6660|edge9388	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YFR028C|YFR028C d HOG1RD33
p748	YFR028C|HOG1RD33|YJL020C|CDC14ID7|YJR059W|CDC14RD20	edge9388|edge818|edge9488|edge12432|edge3077	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d CDC14ID7|CDC14ID7 d YJR059W|YJR059W d CDC14RD20
p749	YLR113W|NPR66|YDR439W|YFR028C|HOG1RD33	edge22071|edge7518|edge22883|edge9388	paths	YLR113W d NPR66|NPR66 d YDR439W|YDR439W u YFR028C|YFR028C d HOG1RD33
p750	YLR113W|NPR66|YNL243W|NPI61|YJL020C|HOG1ID29	edge22071|edge8877|edge24726|edge4117|edge25051	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI61|NPI61 d YJL020C|YJL020C d HOG1ID29
p751	YFR028C|PDE2ID42|YLR248W|NPR76|YJR059W|CDC14RD19	edge14811|edge5702|edge15247|edge21920|edge15351	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD19
p752	YLR113W|NPR66|YDR439W|YFR028C|HOG1RD38	edge22071|edge7518|edge22883|edge26845	paths	YLR113W d NPR66|NPR66 d YDR439W|YDR439W u YFR028C|YFR028C d HOG1RD38
p753	YFR028C|YIL159W|NPR67|YHL007C|CDC14RD15	edge184|edge5415|edge6326|edge11434	paths	YFR028C u YIL159W|YIL159W d NPR67|NPR67 d YHL007C|YHL007C d CDC14RD15
p754	YFR028C|YJL095W|YHR186C|CDC14RD20	edge17963|edge24560|edge3317	paths	YFR028C u YJL095W|YJL095W u YHR186C|YHR186C d CDC14RD20
p755	YLR113W|YER118C|HOG1ID29|YLR248W|HOG1ID25	edge25020|edge16737|edge21823|edge9905	paths	YLR113W d YER118C|YER118C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID25
p756	YFR028C|YIL159W|NPR67|YHL007C|CDC14RD19	edge184|edge5415|edge6326|edge17303	paths	YFR028C u YIL159W|YIL159W d NPR67|NPR67 d YHL007C|YHL007C d CDC14RD19
p757	YFR028C|HOG1RD38|YBL085W|NPR69|YDR507C|CDC14RD23	edge26845|edge17052|edge15985|edge22074|edge23009	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p758	YFR028C|YLR096W|CDC14RD21	edge9729|edge4527	paths	YFR028C u YLR096W|YLR096W d CDC14RD21
p759	YFR028C|NPR66|YBR172C|YKL074C|CDC14ID9	edge20541|edge22729|edge3045|edge25465	paths	YFR028C d NPR66|NPR66 d YBR172C|YBR172C u YKL074C|YKL074C d CDC14ID9
p760	YFR028C|HOG1RD33|YJL020C|CDC14ID7|YJR059W|CDC14RD19	edge9388|edge818|edge9488|edge12432|edge15351	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d CDC14ID7|CDC14ID7 d YJR059W|YJR059W d CDC14RD19
p761	YFR028C|YNL271C|YLR229C|CDC14RD23	edge25716|edge23509|edge14205	paths	YFR028C u YNL271C|YNL271C u YLR229C|YLR229C d CDC14RD23
p762	YFR028C|NPR74|YPL020C|NPR71|YJL020C|CDC14ID7	edge3342|edge23261|edge2112|edge18416|edge9488	paths	YFR028C d NPR74|NPR74 d YPL020C|YPL020C d NPR71|NPR71 d YJL020C|YJL020C d CDC14ID7
p763	YFR028C|PDE2ID42|YLR248W|NPR76|YJR059W|CDC14RD20	edge14811|edge5702|edge15247|edge21920|edge3077	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD20
p764	YLR113W|PDE2RA52|YIL038C|YPL203W|HOG1RD33	edge26596|edge13772|edge2167|edge24524	paths	YLR113W d PDE2RA52|PDE2RA52 d YIL038C|YIL038C u YPL203W|YPL203W d HOG1RD33
p765	YFR028C|YOR061W|NPI61|YJL080C|CDC14RD23	edge6481|edge11351|edge11666|edge10647	paths	YFR028C u YOR061W|YOR061W d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p766	YLR113W|YDL159W|YFR028C|HOG1RD38	edge26474|edge15696|edge26845	paths	YLR113W u YDL159W|YDL159W u YFR028C|YFR028C d HOG1RD38
p767	YLR113W|YDL159W|YFR028C|HOG1RD33	edge26474|edge15696|edge9388	paths	YLR113W u YDL159W|YDL159W u YFR028C|YFR028C d HOG1RD33
p768	YFR028C|CDC14RD23|YER155C|YOR061W|CDC14RD20	edge5259|edge13965|edge26959|edge19864	paths	YFR028C d CDC14RD23|CDC14RD23 d YER155C|YER155C u YOR061W|YOR061W d CDC14RD20
p769	YFR028C|YJR066W|YKL161C|CDC14RD20	edge3683|edge6009|edge1191	paths	YFR028C u YJR066W|YJR066W u YKL161C|YKL161C d CDC14RD20
p770	YLR113W|YDL017W|YPL153C|HOG1RD33	edge23234|edge14882|edge17867	paths	YLR113W u YDL017W|YDL017W d YPL153C|YPL153C d HOG1RD33
p771	YLR113W|NPR66|YHR205W|YMR196W|HOG1ID29	edge22071|edge13453|edge26249|edge11030	paths	YLR113W d NPR66|NPR66 d YHR205W|YHR205W u YMR196W|YMR196W d HOG1ID29
p772	YLR113W|YER118C|HOG1ID29	edge25020|edge16737	paths	YLR113W d YER118C|YER118C d HOG1ID29
p773	YFR028C|CDC14RD23	edge5259	paths	YFR028C d CDC14RD23
p774	YLR113W|YDL017W|NPR66|YHR082C|HOG1ID29	edge23234|edge6051|edge16635|edge11764	paths	YLR113W u YDL017W|YDL017W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29
p775	YFR028C|NPR66|YNL243W|NPI65|YHL007C|CDC14RD15	edge20541|edge8877|edge3476|edge7987|edge11434	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p776	YFR028C|YNL161W|NPI63|YGR162W|CDC14ID9	edge10053|edge20087|edge12098|edge11108	paths	YFR028C u YNL161W|YNL161W d NPI63|NPI63 d YGR162W|YGR162W d CDC14ID9
p777	YFR028C|NPR66|YNL243W|NPI65|YHL007C|CDC14RD19	edge20541|edge8877|edge3476|edge7987|edge17303	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p778	YFR028C|YDL025C|CDC14RD20|YLR096W|CDC14RD21	edge3865|edge22098|edge663|edge4527	paths	YFR028C u YDL025C|YDL025C d CDC14RD20|CDC14RD20 d YLR096W|YLR096W d CDC14RD21
p779	YFR028C|NPR66|YBL103C|YFR021W|CDC14ID3	edge20541|edge23733|edge4500|edge20287	paths	YFR028C d NPR66|NPR66 d YBL103C|YBL103C u YFR021W|YFR021W d CDC14ID3
p780	YLR113W|NPR66|YER114C|YAL041W|HOG1RD38	edge22071|edge24785|edge7617|edge1944	paths	YLR113W d NPR66|NPR66 d YER114C|YER114C u YAL041W|YAL041W d HOG1RD38
p781	YLR113W|NPR66|YER114C|YAL041W|HOG1RD35	edge22071|edge24785|edge7617|edge15040	paths	YLR113W d NPR66|NPR66 d YER114C|YER114C u YAL041W|YAL041W d HOG1RD35
p782	YFR028C|YOR061W|NPI61|YHL009C|CDC14RD23	edge6481|edge11351|edge19208|edge11604	paths	YFR028C u YOR061W|YOR061W d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p783	YFR028C|YJR066W|YGR052W|CDC14RD19	edge3683|edge15491|edge21148	paths	YFR028C u YJR066W|YJR066W u YGR052W|YGR052W d CDC14RD19
p784	YLR113W|YNL330C|YDR099W|HOG1ID31	edge25134|edge22240|edge4010	paths	YLR113W u YNL330C|YNL330C u YDR099W|YDR099W d HOG1ID31
p785	YFR028C|NPR66|YER111C|YPR119W|CDC14RD15	edge20541|edge21116|edge10963|edge25060	paths	YFR028C d NPR66|NPR66 d YER111C|YER111C u YPR119W|YPR119W d CDC14RD15
p786	YLR113W|PDE2ID42|YLR248W|HOG1ID25|YHR158C|HOG1ID29	edge17446|edge5702|edge9905|edge2709|edge3270	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d HOG1ID25|HOG1ID25 d YHR158C|YHR158C d HOG1ID29
p787	YFR028C|YJL187C|YLR096W|CDC14RD21	edge26121|edge15223|edge4527	paths	YFR028C u YJL187C|YJL187C u YLR096W|YLR096W d CDC14RD21
p788	YLR113W|YLR248W|YDL203C|HOG1ID29	edge12768|edge9515|edge24271	paths	YLR113W d YLR248W|YLR248W u YDL203C|YDL203C d HOG1ID29
p789	YFR028C|YDL140C|YHR099W|CDC14RD19	edge5596|edge12688|edge27488	paths	YFR028C d YDL140C|YDL140C u YHR099W|YHR099W d CDC14RD19
p790	YFR028C|YNL161W|YOL139C|CDC14ID9	edge10053|edge13467|edge21668	paths	YFR028C u YNL161W|YNL161W u YOL139C|YOL139C d CDC14ID9
p791	YLR113W|PDE2RA52|YKR048C|YCL024W|HOG1ID32	edge26596|edge17922|edge22006|edge22942	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C u YCL024W|YCL024W d HOG1ID32
p792	YLR113W|PDE2RA52|YBL085W|YBR200W|HOG1RD38	edge26596|edge22208|edge8848|edge4900	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YBR200W|YBR200W d HOG1RD38
p793	YFR028C|YDR356W|YDL220C|CDC14RD20	edge6142|edge5604|edge1340	paths	YFR028C u YDR356W|YDR356W u YDL220C|YDL220C d CDC14RD20
p794	YFR028C|YDL025C|YOR061W|CDC14RD20	edge3865|edge7504|edge19864	paths	YFR028C u YDL025C|YDL025C u YOR061W|YOR061W d CDC14RD20
p795	YLR113W|YOR061W|CDC14RD20|YHR082C|HOG1ID29	edge22501|edge19864|edge15181|edge11764	paths	YLR113W u YOR061W|YOR061W d CDC14RD20|CDC14RD20 d YHR082C|YHR082C d HOG1ID29
p796	YLR113W|PDE2RA52|YBL085W|NPI65|YHR082C|HOG1ID29	edge26596|edge22208|edge3835|edge17577|edge11764	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W d NPI65|NPI65 d YHR082C|YHR082C d HOG1ID29
p797	YLR113W|PDE2RA52|YBL085W|YBR200W|HOG1RD35	edge26596|edge22208|edge8848|edge22010	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YBR200W|YBR200W d HOG1RD35
p798	YFR028C|YER177W|YDR477W|CDC14RD19	edge25958|edge17823|edge16672	paths	YFR028C u YER177W|YER177W u YDR477W|YDR477W d CDC14RD19
p799	YFR028C|YNL152W|YPR119W|CDC14RD15	edge17086|edge11105|edge25060	paths	YFR028C d YNL152W|YNL152W u YPR119W|YPR119W d CDC14RD15
